histidine-AccQ; Formula; C16H15N5O3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ; Tgt RT;2.54; minutes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ; RT tolerance;0.2; minutes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ; m/z tolerance;15; ppm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ; Abundance metric; EicCoreArea; (20.0 % threshold);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;;;; Ion Abundance;;;;;;;;;;;;;;;;;; Corrected Abundance Percentages;;;;;;;;;;;;;;;;;; Summary Statistics;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;;;;m+0;m+1;m+2;m+3;m+4;m+5;m+6;m+7;m+8;m+9;m+10;m+11;m+12;m+13;m+14;m+15;m+16;Abund;m+0;m+1;m+2;m+3;m+4;m+5;m+6;m+7;m+8;m+9;m+10;m+11;m+12;m+13;m+14;m+15;m+16;Abund;%; %; % Fractional;;;;;;;;;;;;;;;;;;;;
ornithine-2AccQ;;16;030_A12.d;4.374;22573;8660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4693;0;0;0;0;0;0;2485;0;0;38411;69.23;4.59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.62;0;0;0;0;0;0;9.56;0;0;100;69.23;30.77;19.61;;
ornithine-2AccQ;;16;031_A13.d;4.38;211065;54624;14473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;280162;98.44;0;1.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;98.44;1.56;0.13;;
ornithine-2AccQ;;16;032_A14.d;4.383;163701;22594;5121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191416;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;;
ornithine-2AccQ;;16;033_A15.d;4.393;173304;40330;5761;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219396;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;;
ornithine-2AccQ;;16;034_A17.d;4.39;296083;76273;23550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;395906;97.43;0;2.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;97.43;2.57;0.21;;
ornithine-2AccQ;;16;035_A18.d;4.383;285661;71675;25199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;382535;96.63;0;3.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;96.63;3.37;0.27;;
ornithine-2AccQ;;16;036_A19.d;4.393;91685;28124;9583;0;0;0;0;0;0;0;0;0;0;2316;0;0;0;0;0;0;0;0;0;0;0;0;131708;92.24;0.91;4.26;0;0;0;0;0;0;0;0;0;0;2.59;0;0;0;0;0;0;0;0;0;0;0;0;100;92.24;7.76;1.72;;
ornithine-2AccQ;;16;037_A20.d;4.411;170696;37862;6626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215183;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;;
ornithine-2AccQ;;16;038_QC_2.d;4.394;756374;208503;49766;5111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1019754;98.55;0;1.45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;98.55;1.45;0.12;;
ornithine-2AccQ;;16;039_A21.d;4.39;2565168;814531;148757;16949;9020;0;0;0;0;0;0;0;0;7173;0;0;0;0;0;0;0;0;0;0;0;0;3561597;97.29;2.05;0.1;0;0.26;0;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;100;97.29;2.71;0.29;;
ornithine-2AccQ;;16;040_A22.d;4.389;2743275;942288;164961;22827;8415;0;0;0;0;0;0;2447;0;0;0;0;3230;0;0;0;0;0;0;0;0;0;3887442;95.19;4.39;0;0;0.2;0;0;0;0;0;0;0.09;0;0;0;0;0.13;0;0;0;0;0;0;0;0;0;100;95.19;4.81;0.33;;
ornithine-2AccQ;;16;041_A23.d;4.389;1467407;483950;86347;15425;0;0;0;0;0;0;0;0;0;3801;0;0;0;0;0;0;0;0;0;0;0;0;2056929;96.32;3.18;0;0.22;0;0;0;0;0;0;0;0;0;0.28;0;0;0;0;0;0;0;0;0;0;0;0;100;96.32;3.68;0.3;;
ornithine-2AccQ;;16;042_A24.d;4.392;1875826;638390;120179;18960;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2653354;95.6;4.21;0.08;0.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;95.6;4.4;0.19;;
ornithine-2AccQ;;16;043_A25.d;4.391;2279853;737540;136889;23317;0;0;0;0;0;0;0;0;0;4879;0;0;0;0;0;0;0;0;0;0;0;0;3182478;96.81;2.62;0.16;0.18;0;0;0;0;0;0;0;0;0;0.23;0;0;0;0;0;0;0;0;0;0;0;0;100;96.81;3.19;0.26;;
ornithine-2AccQ;;16;044_A26.d;4.394;2052491;674852;125777;24475;0;0;0;0;0;0;0;3802;0;0;0;0;0;4012;0;0;0;0;0;0;0;0;2885410;96.03;3.11;0.13;0.32;0;0;0;0;0;0;0;0.19;0;0;0;0;0;0.22;0;0;0;0;0;0;0;0;100;96.03;3.97;0.41;;
ornithine-2AccQ;;16;045_A27.d;4.393;2220401;732753;128699;23293;6608;0;0;0;0;0;0;0;0;3850;0;0;0;0;0;0;0;0;0;0;0;0;3115603;96.25;3.18;0;0.25;0.13;0;0;0;0;0;0;0;0;0.19;0;0;0;0;0;0;0;0;0;0;0;0;100;96.25;3.75;0.28;;
ornithine-2AccQ;;16;046_A28.d;4.393;2112655;730021;115441;21185;4882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2984184;95.33;4.44;0;0.14;0.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;95.33;4.67;0.21;;
ornithine-2AccQ;;16;047_A29.d;4.392;1741855;634446;114924;25952;6574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2523752;93.12;6.25;0;0.51;0.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;93.12;6.88;0.33;;
ornithine-2AccQ;;16;048_A30.d;4.391;2719636;909637;171448;22140;8267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3831129;96;3.66;0.14;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;96;4;0.19;;
ornithine-2AccQ;;16;049_QC_3.d;4.395;680605;174915;41186;4456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;901162;99.02;0;0.98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;99.02;0.98;0.08;;
ornithine-2AccQ;;16;050_A31.d;4.403;194689;82429;22170;0;0;0;0;0;0;0;0;0;0;3114;0;0;0;0;0;0;0;0;0;0;0;0;302403;85.6;10.98;1.89;0;0;0;0;0;0;0;0;0;0;1.52;0;0;0;0;0;0;0;0;0;0;0;0;100;85.6;14.4;1.38;;
ornithine-2AccQ;;16;051_A32.d;4.395;129636;22902;14057;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166595;94.66;0;5.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;94.66;5.34;0.43;;
ornithine-2AccQ;;16;052_A33.d;4.39;177724;41590;12395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231709;98.28;0;1.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;98.28;1.72;0.14;;
ornithine-2AccQ;;16;053_A34.d;4.39;129501;19464;8971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157936;98.18;0;1.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;98.18;1.82;0.15;;
ornithine-2AccQ;;16;054_A35.d;4.394;218378;76993;19025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;314395;93.16;5.27;1.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;93.16;6.84;0.34;;
ornithine-2AccQ;;16;055_A36.d;4.391;324166;101745;30737;8283;515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;465446;94.04;1.55;3.75;0.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;94.04;5.96;0.44;;
ornithine-2AccQ;;16;056_A37.d;4.393;192254;83570;18155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;293979;87.68;12.27;0.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;87.68;12.32;0.49;;
ornithine-2AccQ;;16;057_A38.d;4.401;113139;28300;14043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;155482;93.52;0;6.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;93.52;6.48;0.52;;
ornithine-2AccQ;;16;058_A39.d;4.394;167131;35804;22991;7027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232952;90.75;0;8.32;0.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;90.75;9.25;0.78;;
ornithine-2AccQ;;16;059_A40.d;4.409;128795;32495;6726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168016;99.97;0;0.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;99.97;0.03;0;;
ornithine-2AccQ;;16;060_QC_4.d;4.401;768472;202507;41322;9905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1022206;99.13;0;0.35;0.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;99.13;0.87;0.09;;
ornithine-2AccQ;;16;061_A41.d;4.401;131125;63359;15857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210341;83.27;15.75;0.98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;83.27;16.73;0.71;;
ornithine-2AccQ;;16;062_A42.d;4.402;171466;39296;6122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216884;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;;
ornithine-2AccQ;;16;063_A43.d;4.4;139866;48751;10407;0;0;0;0;0;0;0;0;0;2711;0;0;3656;0;0;0;0;0;0;0;0;0;0;205391;90.12;4.74;0.54;0;0;0;0;0;0;0;0;0;1.92;0;0;2.69;0;0;0;0;0;0;0;0;0;0;100;90.12;9.88;2.76;;
ornithine-2AccQ;;16;064_A44.d;4.418;109107;30363;8643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148113;97.5;0;2.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;97.5;2.5;0.2;;
ornithine-2AccQ;;16;065_A45.d;4.392;30408;10415;7298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2843;0;0;0;0;0;50964;75.61;3.38;12.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.59;0;0;0;0;0;100;75.61;24.39;8;;
ornithine-2AccQ;;16;066_A46.d;4.41;206771;75671;20301;0;0;0;0;0;0;1629;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;304372;90.76;6.36;2.13;0;0;0;0;0;0;0.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;90.76;9.24;0.7;;
ornithine-2AccQ;;16;067_A47.d;4.405;149717;45725;20029;0;0;0;0;0;0;0;0;0;0;3050;0;0;0;0;0;0;0;0;0;0;0;0;218521;90.49;0.74;6.72;0;0;0;0;0;0;0;0;0;0;2.05;0;0;0;0;0;0;0;0;0;0;0;0;100;90.49;9.51;1.63;;
ornithine-2AccQ;;16;068_A48.d;4.404;140151;38591;13527;3883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;196152;94.8;0;4.47;0.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;94.8;5.2;0.45;;
ornithine-2AccQ;;16;069_A49.d;4.401;119491;37946;14979;0;0;0;0;0;0;0;0;0;0;2944;0;0;0;0;0;0;0;0;0;0;0;0;175360;90.02;1.86;5.66;0;0;0;0;0;0;0;0;0;0;2.47;0;0;0;0;0;0;0;0;0;0;0;0;100;90.02;9.98;1.81;;
ornithine-2AccQ;;16;070_A50.d;4.404;129008;45166;16739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190912;89.98;4.82;5.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;89.98;10.02;0.61;;
ornithine-2AccQ;;16;071_QC_5.d;4.394;750148;206965;43386;481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000980;99.45;0;0.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;99.45;0.55;0.04;;
ornithine-2AccQ;;16;072_A51.d;4.408;1302203;370006;77824;16474;0;0;0;0;0;0;0;3687;0;5744;0;0;0;0;0;0;0;0;0;0;0;0;1775938;97.98;0;0.92;0.33;0;0;0;0;0;0;0;0.3;0;0.48;0;0;0;0;0;0;0;0;0;0;0;0;100;97.98;2.02;0.49;;
ornithine-2AccQ;;16;073_A52.d;4.4;1635850;553271;108635;16814;5917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2320487;95.35;3.99;0.37;0.08;0.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;95.35;4.65;0.23;;
ornithine-2AccQ;;16;074_A53.d;4.411;1343181;453830;79617;22254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1898881;95.38;3.88;0;0.74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;95.38;4.62;0.24;;
ornithine-2AccQ;;16;075_A54.d;4.398;3152534;1001492;172804;35380;8179;0;0;0;0;0;0;0;0;2198;0;0;0;0;0;0;0;0;0;0;0;0;4372587;97.45;2.01;0;0.39;0.07;0;0;0;0;0;0;0;0;0.08;0;0;0;0;0;0;0;0;0;0;0;0;100;97.45;2.55;0.18;;
ornithine-2AccQ;;16;076_A55.d;4.399;2552995;845749;147650;24715;7338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3578446;96.4;3.29;0;0.17;0.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;96.4;3.6;0.17;;
ornithine-2AccQ;;16;077_A56.d;4.389;1254430;400588;81054;18015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1754086;96.66;2.19;0.72;0.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;96.66;3.34;0.2;;
ornithine-2AccQ;;16;078_A57.d;4.395;2775994;924795;172160;21984;9881;0;0;0;0;0;0;0;2118;0;0;0;0;0;0;0;0;0;0;0;0;0;3906933;96.06;3.54;0.07;0;0.25;0;0;0;0;0;0;0;0.08;0;0;0;0;0;0;0;0;0;0;0;0;0;100;96.06;3.94;0.23;;
ornithine-2AccQ;;16;079_A58.d;4.4;1332137;385881;81917;12934;3794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1816664;98.72;0;1.09;0.03;0.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;98.72;1.28;0.12;;
ornithine-2AccQ;;16;080_A59.d;4.394;1691372;587531;114405;20275;6356;0;0;788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2420726;94.47;4.83;0.23;0.24;0.18;0;0;0.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;94.47;5.53;0.28;;
ornithine-2AccQ;;16;081_A60.d;4.394;965580;271549;61099;13598;2839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1314666;98.25;0;1.27;0.43;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;98.25;1.75;0.16;;
ornithine-2AccQ;;16;082_QC_6.d;4.402;702571;207561;51143;9188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;970464;97.77;0;2.21;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;97.77;2.23;0.18;;
ornithine-2AccQ;;16;083_A61.d;4.398;57832;30884;8776;0;0;0;0;0;0;0;0;0;0;0;0;0;4971;0;0;0;0;0;0;0;0;0;102463;73.16;17.6;1.94;0;0;0;0;0;0;0;0;0;0;0;0;0;7.29;0;0;0;0;0;0;0;0;0;100;73.16;26.84;5.53;;
ornithine-2AccQ;;16;084_A62.d;4.401;147518;38725;10693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;196936;98.08;0;1.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;98.08;1.92;0.15;;
ornithine-2AccQ;;16;085_A63.d;4.399;117666;26890;8787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153343;97.82;0;2.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;97.82;2.18;0.17;;
ornithine-2AccQ;;16;086_A64.d;4.409;182817;60357;16356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;259531;94.42;3.19;2.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;94.42;5.58;0.32;;
ornithine-2AccQ;;16;087_A65.d;4.4;152264;38406;7766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;198436;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;;
ornithine-2AccQ;;16;088_A66.d;4.404;166481;50707;18200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235388;94.43;0.72;4.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;94.43;5.57;0.42;;
ornithine-2AccQ;;16;089_A67.d;4.4;289659;102523;44931;12864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;449976;86.57;4.85;7.77;0.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;86.57;13.43;0.91;;
ornithine-2AccQ;;16;090_A68.d;4.402;193635;46403;29402;4378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;273818;90.72;0;9.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;90.72;9.28;0.74;;
ornithine-2AccQ;;16;091_A69.d;4.4;306630;103420;32858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442908;92.52;3.78;3.71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;92.52;7.48;0.45;;
ornithine-2AccQ;;16;092_A70.d;4.406;140417;37731;12733;0;2173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;193053;95.25;0;3.51;0;1.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;95.25;4.75;0.48;;
ornithine-2AccQ;;16;093_QC_7.d;4.398;720839;189627;53409;3213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;967088;97.82;0;2.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;97.82;2.18;0.17;;
ornithine-2AccQ;;16;094_A71.d;4.405;110242;27309;6695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144246;99.15;0;0.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;99.15;0.85;0.07;;
ornithine-2AccQ;;16;095_A72.d;4.402;103935;0;14585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118521;91.34;0;8.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;91.34;8.66;0.69;;
ornithine-2AccQ;;16;096_A73.d;4.405;132107;26304;8615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;167025;98.65;0;1.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;98.65;1.35;0.11;;
ornithine-2AccQ;;16;097_A74.d;4.404;88171;15827;2331;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106329;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;;
ornithine-2AccQ;;16;098_A75.d;4.399;82551;12504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95055;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;;
ornithine-2AccQ;;16;099_A76.d;4.395;68590;28365;7713;0;0;0;0;2671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107339;84.63;10.01;1.99;0;0;0;0;3.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;84.63;15.37;1.5;;
ornithine-2AccQ;;16;100_A77.d;4.396;176087;39035;15494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230616;96.59;0;3.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;96.59;3.41;0.27;;
ornithine-2AccQ;;16;101_A78.d;4.405;123646;38521;20353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;182520;89.63;1.26;9.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;89.63;10.37;0.78;;
ornithine-2AccQ;;16;102_A79.d;4.403;187604;30635;25649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243889;92.2;0;7.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;92.2;7.8;0.62;;
ornithine-2AccQ;;16;103_A80.d;4.404;142748;48373;16158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207279;91.94;3.9;4.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;91.94;8.06;0.49;;
ornithine-2AccQ;;16;104_QC_8.d;4.406;712212;200096;43054;10910;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;966272;98.44;0;0.99;0.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;98.44;1.56;0.15;;
ornithine-2AccQ;;16;105_A81.d;4.406;1299636;391953;74613;13554;0;0;0;0;0;0;0;0;0;3618;0;0;0;0;0;0;0;0;0;0;0;0;1783374;98.49;0.47;0.53;0.2;0;0;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;100;98.49;1.51;0.24;;
ornithine-2AccQ;;16;106_A82.d;4.401;1508405;518821;98929;7161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2133317;95.41;4.57;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;95.41;4.59;0.18;;
ornithine-2AccQ;;16;107_A83.d;4.4;1783337;570903;106311;11327;253;0;0;0;0;0;0;0;0;3927;0;0;0;0;0;0;0;0;0;0;0;0;2476057;97.29;2.3;0.17;0;0;0;0;0;0;0;0;0;0;0.24;0;0;0;0;0;0;0;0;0;0;0;0;100;97.29;2.71;0.23;;
ornithine-2AccQ;;16;108_A84.d;4.402;1187577;363468;65601;10811;0;0;0;0;0;0;0;2287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1629744;98.54;0.93;0.18;0.15;0;0;0;0;0;0;0;0.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;98.54;1.46;0.16;;
ornithine-2AccQ;;16;109_A85.d;4.403;796161;208859;47503;4561;0;0;0;0;0;0;0;0;0;4336;0;0;0;0;0;0;0;0;0;0;0;0;1061419;98.53;0;0.87;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;100;98.53;1.47;0.38;;
ornithine-2AccQ;;16;110_A86.d;4.402;2201638;712695;134058;18664;6954;0;0;0;0;0;0;0;0;6662;0;0;0;0;0;0;0;0;0;0;0;0;3080672;96.59;2.63;0.24;0.01;0.21;0;0;0;0;0;0;0;0;0.33;0;0;0;0;0;0;0;0;0;0;0;0;100;96.59;3.41;0.33;;
ornithine-2AccQ;;16;111_A87.d;4.404;2511710;797644;144065;22080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3475499;97.78;2.06;0.07;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;97.78;2.22;0.1;;
ornithine-2AccQ;;16;112_A88.d;4.4;2088355;713479;138709;24502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2965045;95.21;4.32;0.27;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;95.21;4.79;0.22;;
